

########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(목록)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
연번 | 데이터셋 한글명(테이블 한글명) | 데이터셋명(테이블명) | 변수(항목)개수
1 | 암_공공_병기조사_간암_DB_암등록 | CS_LV_RGST | 11
2 | 암_공공_병기조사_간암_DB_사망 | CS_LV_DEATH | 3
3 | 암_공공_병기조사_간암_DB_자격및보험료 | CS_LV_BFC | 6
4 | 암_공공_병기조사_간암_DB_명세서일반내역 | CS_LV_T200 | 22
5 | 암_공공_병기조사_간암_DB_진료내역 | CS_LV_T300 | 13
6 | 암_공공_병기조사_간암_DB_상병내역 | CS_LV_T400 | 6
7 | 암_공공_병기조사_간암_DB_원외처방내역 | CS_LV_T530 | 10
8 | 암_공공_병기조사_간암_DB_일반건강검진_대상자 | CS_LV_G1E_OBJ | 2
9 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0708 | CS_LV_G1Q_0708 | 24
10 | 암_공공_병기조사_간암_DB_일반건강검진_문진_0917 | CS_LV_G1Q_0917 | 31
11 | 암_공공_병기조사_간암_DB_일반건강검진_문진_1823 | CS_LV_G1Q_1823 | 88
12 | 암_공공_병기조사_간암_DB_일반건강검진_결과및판정 | CS_LV_G1E | 21
13 | 암_공공_병기조사_간암_DB_암문진_간암_0708 | CS_LV_CLV_CQ_RST_0708 | 67
14 | 암_공공_병기조사_간암_DB_암문진_간암_0923 | CS_LV_CLV_CQ_RST_0923 | 82
15 | 암_공공_병기조사_간암_DB_암검진_간암_0708 | CS_LV_CLV_RST_0708 | 53
16 | 암_공공_병기조사_간암_DB_암검진_간암_0923 | CS_LV_CLV_RST_0923 | 60


########## SHEET: K-CURE 암공공(병기조사_간암)_데이터셋(항목)정보 ##########
K-CURE 암 공공 병기조사_간암 DB 데이터 카탈로그 레이아웃
제공기관 : 국가암데이터센터
※ 카탈로그에 기재된 설명 외의 자세한 코드값은 보건의료빅데이터개방시스템(https://opendata.hira.or.kr) 참고
연번 | 데이터셋명(테이블 한글명) | 데이터셋명(테이블명) | SUB NO | 변수 (컬럼한글명) | 변수명 (컬럼명) | 설명 | 값 | 형식 (Data Type)
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 04051 | 주사료/특정재료(양방) | 68 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 04052 | 주사료/특정재료(한방) | 69 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 04991 | 주사료/기타(양방) | 70 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 04992 | 주사료/기타(한방) | 71 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 04993 | 시술료/기타(약국) | 72 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05001 | 마취료/목착오(양방) | 73 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05002 | 마취료/목착오(한방) | 74 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05003 | 마취료/목착오(약국) | 75 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05011 | 마취료/마취(양방) | 76 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05012 | 마취료/마취(한방) | 77 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05013 | 마취료/양도락검사(약국) | 78 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05023 | 마취료/맥전도검사(약국) | 79 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 05033 | 마취료/경락기능검사(약국) | 80 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 06001 | 이학요법료/목착오(양방) | 81 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 06002 | 이학요법료/목착오(한방) | 82 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 06003 | 이학요법료/목착오(약국) | 83 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 06011 | 이학요법료/이학요법(양방) | 84 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 06012 | 이학요법료/이학요법(한방) | 85 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 07001 | 정신요법료/목착오(양방) | 86 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 07002 | 정신요법료/목착오(한방) | 87 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 07011 | 정신요법료/정신요법(양방) | 88 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 07012 | 정신요법료/정신요법(한방) | 89 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08001 | 처치 및 수술/목착오(양방) | 90 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08002 | 처치 및 수술/목착오(한방) | 91 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08011 | 처치 및 수술/처치 및 수술(양방) | 92 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08012 | 처치 및 수술/처치 및 수술(한방) | 93 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08021 | 처치 및 수술/수혈(양방) | 94 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08022 | 처치 및 수술/수혈(한방) | 95 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08031 | 처치 및 수술/캐스트(양방) | 96 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08032 | 처치 및 수술/캐스트(한방) | 97 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08991 | 처치 및 수술/기타(양방) | 98 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 08992 | 처치 및 수술/기타(한방) | 99 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09001 | 검사료/목착오(양방) | 100 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09002 | 검사료/목착오(한방) | 101 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09011 | 검사료/자체검사(양방) | 102 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09012 | 검사료/자체검사(한방) | 103 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09013 | 검사료/검사료(약국) | 104 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09021 | 검사료/위탁검사(양방) | 105 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09022 | 검사료/위탁검사(한방) | 106 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09031 | 검사료/위탁검사(양방) | 107 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 09032 | 검사료/위탁검사(한방) | 108 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 10001 | 영상진단 및 방사선치료료/목착오(양방) | 109 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 10002 | 영상진단 및 방사선치료료/목착오(한방) | 110 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 10011 | 영상진단 및 방사선치료료/진단(양방) | 111 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 10012 | 영상진단 및 방사선치료료/진단(한방) | 112 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 10021 | 영상진단 및 방사선치료료/치료(양방) | 113 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | 10022 | 영상진단 및 방사선치료료/치료(한방) | 114 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A011 | 100분의100미만 본인부담 1/의약품(양방) | 115 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A012 | 100분의100미만 본인부담 1/의약품(한방) | 116 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A013 | 100분의100미만 본인부담 1/의약품(약국) | 117 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A021 | 100분의100미만 본인부담 1/치료재료(양방) | 118 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A022 | 100분의100미만 본인부담 1/치료재료(한방) | 119 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A023 | 100분의100미만 본인부담 1/치료재료(약국) | 120 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A031 | 100분의100미만 본인부담 1/진료행위(양방) | 121 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A032 | 100분의100미만 본인부담 1/진료행위(한방) | 122 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | A033 | 100분의100미만 본인부담 1/진료행위(약국) | 123 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B011 | 100분의100미만 본인부담 2/의약품(양방) | 124 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B012 | 100분의100미만 본인부담 2/의약품(한방) | 125 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B013 | 100분의100미만 본인부담 2/의약품(약국) | 126 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B021 | 100분의100미만 본인부담 2/치료재료(양방) | 127 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B022 | 100분의100미만 본인부담 2/치료재료(한방) | 128 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B023 | 100분의100미만 본인부담 2/치료재료(약국) | 129 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B031 | 100분의100미만 본인부담 2/진료행위(양방) | 130 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B032 | 100분의100미만 본인부담 2/진료행위(한방) | 131 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | B033 | 100분의100미만 본인부담 2/진료행위(약국) | 132 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | CC001 | CT총액/목착오(양방) | 133 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | CC002 | CT총액/목착오(한방) | 134 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | CC011 | CT총액/CT(양방) | 135 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | CC012 | CT총액/CT(한방) | 136 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL001 | 장기요양/목착오 | 137 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL011 | 정액 및 포괄수가/정액 및 포괄수가(양방) | 138 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL012 | 정액 및 포괄수가/정액 및 포괄수가(한방) | 139 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL013 | 정액 및 포괄수가/정액 및 포괄수가(약국) | 140 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL021 | 완화의료 정액수가 | 141 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL811 | 진찰료/완화의료(양방) | 142 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL821 | 입원료/완화의료(양방) | 143 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL831 | 투여료/완화의료(양방) | 144 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL841 | 주사료/완화의료(양방) | 145 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL851 | 마취료/완화의료(양방) | 146 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL861 | 이학요법료/완화의료(양방) | 147 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL871 | 정신요법료/완화의료(양방) | 148 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL881 | 처치 및 수술료/완화의료(양방) | 149 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL891 | 검사료/완화의료(양방) | 150 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL901 | 영상진단 및 방사선치료료/완화의료(양방) | 151 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL911 | 특수장비/완화의료(양방) | 152 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL921 | 100분의 100본인부담/완화의료(양방) | 153 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL931 | 비급여/완화의료(양방) | 154 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | LL941 | 기타/완화의료(양방) | 155 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | MM011 | MRI/MRI(양방) | 156 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS001 | SS/목착오(양방) | 157 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS011 | 특수장비/CT진단(양방) | 158 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS012 | 특수장비/CT진단(한방) | 159 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS021 | 특수장비/MRI진단(양방) | 160 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS022 | 특수장비/MRI진단(한방) | 161 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS031 | 특수장비/PET진단(양방) | 162 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | SS032 | 특수장비/PET진단(한방) | 163 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | T1011 | 특수재료 및 관련 행위료/특수재료(양방) | 164 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | T1012 | 특수재료 및 관련 행위료/특수재료(한방) | 165 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | T1013 | 특수재료 및 관련 행위료/특수재료(약국) | 166 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U011 | 건강보험(의료급여) 100분의 100 본인부담/의약품(양방) | 167 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U012 | 건강보험(의료급여) 100분의 100 본인부담/의약품(한방) | 168 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U013 | 건강보험(의료급여) 100분의 100 본인부담/의약품(약국) | 169 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U021 | 건강보험(의료급여) 100분의 100 본인부담/치료재료(양방) | 170 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U022 | 건강보험(의료급여) 100분의 100 본인부담/치료재료(한방) | 171 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U023 | 건강보험(의료급여) 100분의 100 본인부담/치료재료(약국) | 172 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U031 | 건강보험(의료급여) 100분의 100 본인부담/진료행위(양방) | 173 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U032 | 건강보험(의료급여) 100분의 100 본인부담/진료행위(한방) | 174 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | U033 | 건강보험(의료급여) 100분의 100 본인부담/진료행위(약국) | 175 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV001 | 100분의100본인부담/목착오 | 176 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV011 | 100분의100 본인부담/의약품(양방) | 177 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV012 | 100분의100 본인부담/의약품(한방) | 178 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV013 | 100분의100 본인부담/의약품(약국) | 179 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV021 | 100분의100 본인부담/치료재료(양방) | 180 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV022 | 100분의100 본인부담/치료재료(한방) | 181 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV023 | 100분의100 본인부담/치료재료(약국) | 182 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV031 | 100분의100 본인부담/진료행위(양방) | 183 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV032 | 100분의100 본인부담/진료행위(한방) | 184 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | VV033 | 100분의100 본인부담/진료행위(약국) | 185 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW001 | 비급여/목착오 | 186 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW011 | 비급여/의약품(양방) | 187 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW012 | 비급여/의약품(한방) | 188 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW013 | 비급여/의약품(약국) | 189 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW021 | 비급여/치료재료(양방) | 190 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW022 | 비급여/치료재료(한방) | 191 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW023 | 비급여/치료재료(약국) | 192 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW031 | 비급여/진료행위(양방) | 193 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW032 | 비급여/진료행위(한방) | 194 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | WW033 | 비급여/진료행위(약국) | 195 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | X011 | 정신과정액/정신과정액(양방) | 196 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | X012 | 정신과정액/정신과정액(한방) | 197 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | X013 | 정신과정액/정신과정액(약국) | 198 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | X021 | 정신과정액/투여일일당정액수가(양방) | 199 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | X022 | 정신과정액/투여일일당정액수가(한방) | 200 | 2007 | 2023
CS_LV_T300 | CZ_ITEM_CD | 항목코드 | X023 | 정신과정액/투여일일당정액수가(약국) | 201 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 0 | 각목소계 | 1 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 1 | 수가 | 2 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 2 | 준용수가 | 3 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 3 | 보험등재약 | 4 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 4 | 수입원료약 | 5 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 5 | 약가주성분등재수입 | 6 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 7 | 협약재료 | 7 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | 8 | 치료재료 | 8 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | A | 한방수가 | 9 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | B | 한방준용수가 | 10 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | C | 한방약가 | 11 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | H | 치료재료 | 12 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | X | 약국수가 | 13 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | Y | 요양기관조제제약 | 14 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | D | 기준처방코드 | 15 | 2007 | 2023
COMM | DIV_TY_CD | 분류코드구분 | E | 한약재제품코드 | 16 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 00 | 해당사항 없음 | 1 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 01 | 약국이 없는 지역, 재해발생지역 | 2 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 11 | 응급환자 | 3 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 13 | 정신보건법에 의한 정신질환자 | 4 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 15 | 전염병 예방법에 의한 제 1종 전염병환자 | 5 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 29 | 협진(한양방/양한방/양양방) 환자 | 6 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 52 | 주사제를 원내 투약한 경우(2001.11.15 신설) | 7 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 53 | 항암제중 주사제(2001.11.15 삭제) | 8 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 55 | 검사, 수술 및 처치에 사용하는 의약품 | 9 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 61 | 군인, 경찰, 소방공무원에 대하여 조제하는 경우 | 10 | 2007 | 2023
CS_LV_T300 | EXP_TP_CD | 진료예외구분코드 | 99 | 퇴장방지의 약품의 사용 장려 비용을 청구하는 경우 | 11 | 2007 | 2023
CS_LV_T300 | SP1_SP2_TP_CD | 1_2구분코드 | 1 | 기본진료료, 약제, 치료재료, 위탁검사 및 혈액료 등 상대가치점수표상의 요양기관 종별가산율이 적용되지 아니한 항목 | 1 | 2007 | 2023
CS_LV_T300 | SP1_SP2_TP_CD | 1_2구분코드 | 2 | 요양기관 종별가산율이 적용되는 진료행위 항목 | 2 | 2007 | 2023
CS_LV_T400 | SICK_TY_CD | 상병분류구분 | 1 | 주상병 | 1 | 2007 | 2023
CS_LV_T400 | SICK_TY_CD | 상병분류구분 | 2 | 부상병 | 2 | 2007 | 2023
CS_LV_T400 | SICK_TY_CD | 상병분류구분 | 3 | 배제진단(확진 이전의 R/O 상병 등) | 3 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 00 | 일반의 | 1 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 01 | 내과 | 2 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 02 | 신경과 | 3 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 03 | 정신건강의학과 | 4 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 04 | 외과 | 5 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 05 | 정형외과 | 6 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 06 | 신경외과 | 7 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 07 | 심장혈관흉부외과 | 8 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 08 | 성형외과 | 9 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 09 | 마취통증의학과 | 10 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 10 | 산부인과 | 11 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 11 | 소아청소년과 | 12 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 12 | 안과 | 13 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 13 | 이비인후과 | 14 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 14 | 피부과 | 15 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 15 | 비뇨의학과 | 16 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 16 | 영상의학과 | 17 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 17 | 방사선종양학과 | 18 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 18 | 병리과 | 19 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 19 | 진단검사의학과 | 20 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 20 | 결핵과 | 21 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 21 | 재활의학과 | 22 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 22 | 핵의학과 | 23 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 23 | 가정의학과 | 24 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 24 | 응급의학과 | 25 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 25 | 직업환경의학과 | 26 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 26 | 예방의학과 | 27 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 27 | 기타1(치과) | 28 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 28 | 기타4(한방) | 29 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 31 | 기타2 | 30 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 40 | 기타2 | 31 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 41 | 보건 | 32 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 42 | 기타3 | 33 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 43 | 보건기관치과 | 34 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 44 | 보건기관한방 | 35 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 49 | 치과 | 36 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 50 | 구강악안면외과 | 37 | 2007 | 2023
CS_LV_T400 | DMD_DGSBJT_CD | 진료과목코드 | 51 | 치과보철과 | 38 | 2007 | 2023
